"CASE_ALERT_ID","CASE_ID","ALERT_ID","LINKED_AT","LINKED_BY"
505,1927,17936,2026-05-25 16:17:32.000,agarcia
506,1930,16689,2026-05-25 16:17:32.000,nkumar
507,1931,18134,2026-05-25 16:17:32.000,lwang
508,1933,15913,2026-05-25 16:17:32.000,lwang
509,1934,19726,2026-05-25 16:17:32.000,agarcia
510,1936,18925,2026-05-25 16:17:32.000,lwang
511,1937,19312,2026-05-25 16:17:32.000,mlee
512,1938,15204,2026-05-25 16:17:32.000,nkumar
513,1939,18153,2026-05-25 16:17:32.000,patel_r
514,1939,18693,2026-05-25 16:17:32.000,lwang
515,1940,18643,2026-05-25 16:17:32.000,agarcia
516,1941,18666,2026-05-25 16:17:32.000,nkumar
517,1941,17643,2026-05-25 16:17:32.000,obrown
518,1943,16911,2026-05-25 16:17:32.000,obrown
519,1944,15174,2026-05-25 16:17:32.000,obrown
520,1944,17517,2026-05-25 16:17:32.000,patel_r
521,1944,16174,2026-05-25 16:17:32.000,mlee
522,1946,17611,2026-05-25 16:17:32.000,nkumar
523,1946,15572,2026-05-25 16:17:32.000,mlee
524,1947,17643,2026-05-25 16:17:32.000,lwang
525,1947,18666,2026-05-25 16:17:32.000,lwang
526,1948,18297,2026-05-25 16:17:32.000,lwang
527,1949,17020,2026-05-25 16:17:32.000,obrown
528,1949,18828,2026-05-25 16:17:32.000,agarcia
529,1949,18036,2026-05-25 16:17:32.000,mlee
530,1950,18798,2026-05-25 16:17:32.000,lwang
531,1950,19854,2026-05-25 16:17:32.000,mlee
532,1950,16529,2026-05-25 16:17:32.000,nkumar
533,1951,16294,2026-05-25 16:17:32.000,obrown
534,1951,17053,2026-05-25 16:17:32.000,mlee
535,1952,17920,2026-05-25 16:17:32.000,patel_r
536,1953,19060,2026-05-25 16:17:32.000,obrown
537,1953,17926,2026-05-25 16:17:32.000,nkumar
538,1953,15751,2026-05-25 16:17:32.000,obrown
539,1954,15664,2026-05-25 16:17:32.000,mlee
540,1955,18397,2026-05-25 16:17:32.000,jsmith
541,1956,19079,2026-05-25 16:17:32.000,lwang
542,1957,17132,2026-05-25 16:17:32.000,jsmith
543,1958,16077,2026-05-25 16:17:32.000,agarcia
544,1959,18393,2026-05-25 16:17:32.000,jsmith
545,1961,15739,2026-05-25 16:17:32.000,nkumar
546,1962,19696,2026-05-25 16:17:32.000,patel_r
547,1964,19907,2026-05-25 16:17:32.000,obrown
548,1964,18457,2026-05-25 16:17:32.000,mlee
549,1965,15407,2026-05-25 16:17:32.000,obrown
550,1965,15971,2026-05-25 16:17:32.000,patel_r
551,1966,15163,2026-05-25 16:17:32.000,patel_r
552,1966,18347,2026-05-25 16:17:32.000,lwang
553,1966,17242,2026-05-25 16:17:32.000,patel_r
554,1968,19833,2026-05-25 16:17:32.000,mlee
555,1969,16260,2026-05-25 16:17:32.000,agarcia
556,1971,17906,2026-05-25 16:17:32.000,nkumar
557,1971,19423,2026-05-25 16:17:32.000,patel_r
558,1972,19287,2026-05-25 16:17:32.000,lwang
559,1973,17184,2026-05-25 16:17:32.000,obrown
560,1974,17345,2026-05-25 16:17:32.000,lwang
561,1979,18846,2026-05-25 16:17:32.000,obrown
562,1979,17647,2026-05-25 16:17:32.000,obrown
563,1979,15468,2026-05-25 16:17:32.000,mlee
564,1979,17319,2026-05-25 16:17:32.000,obrown
565,1980,15970,2026-05-25 16:17:32.000,agarcia
566,1981,18015,2026-05-25 16:17:32.000,nkumar
567,1982,19638,2026-05-25 16:17:32.000,lwang
568,1985,18793,2026-05-25 16:17:32.000,obrown
569,1986,17440,2026-05-25 16:17:32.000,nkumar
570,1987,16849,2026-05-25 16:17:32.000,mlee
571,1988,15443,2026-05-25 16:17:32.000,obrown
572,1988,17263,2026-05-25 16:17:32.000,nkumar
573,1989,16338,2026-05-25 16:17:32.000,lwang
574,1991,16333,2026-05-25 16:17:32.000,mlee
575,1992,17096,2026-05-25 16:17:32.000,patel_r
576,1993,19979,2026-05-25 16:17:32.000,mlee
577,1994,15474,2026-05-25 16:17:32.000,mlee
578,1995,19302,2026-05-25 16:17:32.000,obrown
579,1997,17309,2026-05-25 16:17:32.000,obrown
580,1998,16616,2026-05-25 16:17:32.000,patel_r
