"ALERT_ID","ALERT_UUID","ALERT_SOURCE","ALERT_TYPE","ALERT_SUBTYPE","TRANSACTION_ID","COMPANY_ID","ALERT_PRIORITY","ALERT_TITLE","ALERT_DESCRIPTION","RISK_DRIVERS","RECOMMENDED_ACTIONS","STATUS","ASSIGNED_TO","ASSIGNED_AT","RESOLUTION_CODE","RESOLUTION_NOTES","RESOLVED_BY","RESOLVED_AT","SLA_DUE_AT","SLA_BREACHED","CREATED_AT","UPDATED_AT"
17460,"0697f2a3-0cb1-425a-9687-df06a7716c45",ML_MODEL,SUSPICIOUS_PATTERN,SIZE,42857,2466,HIGH,Alert for transaction TXN-042857,Risk score 83 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_20,2024-01-18 04:15:20.000,FALSE_POSITIVE,No suspicious activity found,analyst_20,2026-06-24 16:17:30.000,2024-01-19 04:15:20.000,false,2024-01-18 04:15:20.000,2026-06-24 16:17:30.000
17462,"6cfd4281-c883-4515-a78f-1e4805987615",RULE_ENGINE,SUSPICIOUS_PATTERN,STRUCTURING,62152,147,MEDIUM,Alert for transaction TXN-062152,Risk score 60 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_20,2024-02-25 05:00:09.000,FALSE_POSITIVE,No suspicious activity found,analyst_20,2026-06-24 16:17:30.000,2024-02-28 05:00:09.000,false,2024-02-25 05:00:09.000,2026-06-24 16:17:30.000
17463,"266e58c4-fcc4-49f6-a1e9-7a00cbfb04ed",RULE_ENGINE,SUSPICIOUS_PATTERN,SIZE,1866,4313,MEDIUM,Alert for transaction TXN-001866,Risk score 70 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_3,2026-05-23 18:16:30.000,FALSE_POSITIVE,No suspicious activity found,analyst_3,2026-06-24 16:17:30.000,2026-05-26 18:16:30.000,false,2026-05-23 18:16:30.000,2026-06-24 16:17:30.000
17464,bed6b771-fdf0-42f9-8e45-d087354b1fa4,ML_MODEL,SUSPICIOUS_PATTERN,GEOGRAPHY,145918,2595,CRITICAL,Alert for transaction TXN-145918,Risk score 90 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_17,2026-02-01 02:48:50.000,FALSE_POSITIVE,No suspicious activity found,analyst_17,2026-06-24 16:17:30.000,2026-02-01 06:48:50.000,false,2026-02-01 02:48:50.000,2026-06-24 16:17:30.000
17466,"68bb5238-c22d-40d5-9c76-6ba4b81fb88b",RULE_ENGINE,VELOCITY_ANOMALY,SIZE,81969,3614,CRITICAL,Alert for transaction TXN-081969,Risk score 100 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_20,2024-02-24 09:26:53.000,FALSE_POSITIVE,No suspicious activity found,analyst_20,2026-06-24 16:17:30.000,2024-02-24 13:26:53.000,false,2024-02-24 09:26:53.000,2026-06-24 16:17:30.000
17467,a4852c4c-e76c-4aec-bcdd-ba939d7915c4,ML_MODEL,VELOCITY_ANOMALY,PATTERN,149848,4854,HIGH,Alert for transaction TXN-149848,Risk score 77 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_10,2026-02-01 09:49:00.000,FALSE_POSITIVE,No suspicious activity found,analyst_10,2026-06-24 16:17:30.000,2026-02-02 09:49:00.000,false,2026-02-01 09:49:00.000,2026-06-24 16:17:30.000
17468,f9902a30-d792-4f6b-9fe2-3e5a8256c153,RULE_ENGINE,COUNTERPARTY_RISK,GEOGRAPHY,142014,826,HIGH,Alert for transaction TXN-142014,Risk score 76 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_7,2025-03-10 01:44:18.000,FALSE_POSITIVE,No suspicious activity found,analyst_7,2026-06-24 16:17:30.000,2025-03-11 01:44:18.000,false,2025-03-10 01:44:18.000,2026-06-24 16:17:30.000
17469,e07738d8-0b94-40ef-b619-3e0c721bd2bd,RULE_ENGINE,SUSPICIOUS_PATTERN,PATTERN,71100,3898,CRITICAL,Alert for transaction TXN-071100,Risk score 94 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_7,2025-01-28 01:37:02.000,FALSE_POSITIVE,No suspicious activity found,analyst_7,2026-06-24 16:17:30.000,2025-01-28 05:37:02.000,false,2025-01-28 01:37:02.000,2026-06-24 16:17:30.000
17470,cc52b9ba-ccda-432b-9344-34490fc45f06,ML_MODEL,SUSPICIOUS_PATTERN,STRUCTURING,87256,326,MEDIUM,Alert for transaction TXN-087256,Risk score 35 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_19,2026-05-10 02:31:31.000,FALSE_POSITIVE,No suspicious activity found,analyst_19,2026-06-24 16:17:30.000,2026-05-13 02:31:31.000,false,2026-05-10 02:31:31.000,2026-06-24 16:17:30.000
17471,"3e742a74-4239-476e-a673-1c5126ed33f3",SANCTIONS,THRESHOLD_BREACH,PATTERN,7245,3278,HIGH,Alert for transaction TXN-007245,Risk score 78 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_18,2025-11-04 20:41:42.000,FALSE_POSITIVE,No suspicious activity found,analyst_18,2026-06-24 16:17:30.000,2025-11-05 20:41:42.000,false,2025-11-04 20:41:42.000,2026-06-24 16:17:30.000
17472,"7ccad326-5b4a-44c1-8c55-260debfaceac",ML_MODEL,COUNTERPARTY_RISK,PATTERN,118800,3374,HIGH,Alert for transaction TXN-118800,Risk score 89 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_TRUE,analyst_18,2026-04-21 06:01:47.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_18,2026-06-24 16:17:30.000,2026-04-22 06:01:47.000,false,2026-04-21 06:01:47.000,2026-06-24 16:17:30.000
17473,"25e7f767-197b-415b-84b2-93b7f8fa4a23",SANCTIONS,VELOCITY_ANOMALY,GEOGRAPHY,56083,2583,HIGH,Alert for transaction TXN-056083,Risk score 82 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_1,2025-10-26 10:51:21.000,FALSE_POSITIVE,No suspicious activity found,analyst_1,2026-06-24 16:17:30.000,2025-10-27 10:51:21.000,false,2025-10-26 10:51:21.000,2026-06-24 16:17:30.000
17474,"977c295e-d2e6-4c59-94dc-754013831655",ML_MODEL,SUSPICIOUS_PATTERN,LAYERING,5732,3095,MEDIUM,Alert for transaction TXN-005732,Risk score 43 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_14,2025-09-26 09:56:55.000,FALSE_POSITIVE,No suspicious activity found,analyst_14,2026-06-24 16:17:30.000,2025-09-29 09:56:55.000,false,2025-09-26 09:56:55.000,2026-06-24 16:17:30.000
17475,afaf29ca-eaf2-41e5-a6a1-822aad47784d,SANCTIONS,COUNTERPARTY_RISK,PATTERN,111519,1491,HIGH,Alert for transaction TXN-111519,Risk score 83 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_TRUE,analyst_14,2024-10-08 13:23:06.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_14,2026-06-24 16:17:30.000,2024-10-09 13:23:06.000,false,2024-10-08 13:23:06.000,2026-06-24 16:17:30.000
17476,"0c284d82-a91c-44fb-9ae0-11493641d17a",ML_MODEL,VELOCITY_ANOMALY,GEOGRAPHY,29730,3250,CRITICAL,Alert for transaction TXN-029730,Risk score 100 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_TRUE,analyst_11,2026-05-27 12:04:02.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_11,2026-06-24 16:17:30.000,2026-05-27 16:04:02.000,false,2026-05-27 12:04:02.000,2026-06-24 16:17:30.000
17477,d2411b96-df55-4675-b044-c7d70455b104,SANCTIONS,VELOCITY_ANOMALY,MONEY_MULE,59962,572,MEDIUM,Alert for transaction TXN-059962,Risk score 54 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_13,2024-01-08 04:10:41.000,FALSE_POSITIVE,No suspicious activity found,analyst_13,2026-06-24 16:17:30.000,2024-01-11 04:10:41.000,false,2024-01-08 04:10:41.000,2026-06-24 16:17:30.000
17478,"50f8844f-d58c-4eb2-a6d0-4ed5d95ae8ec",SANCTIONS,HIGH_RISK_GEOGRAPHY,FREQUENCY,14451,555,HIGH,Alert for transaction TXN-014451,Risk score 80 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_TRUE,analyst_20,2024-06-03 12:44:35.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_20,2026-06-24 16:17:30.000,2024-06-04 12:44:35.000,false,2024-06-03 12:44:35.000,2026-06-24 16:17:30.000
17482,"85b5efaf-5e5d-471b-a552-f22ceebc31e0",ML_MODEL,HIGH_RISK_GEOGRAPHY,FREQUENCY,111927,493,HIGH,Alert for transaction TXN-111927,Risk score 87 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_13,2025-10-22 15:40:01.000,FALSE_POSITIVE,No suspicious activity found,analyst_13,2026-06-24 16:17:30.000,2025-10-23 15:40:01.000,false,2025-10-22 15:40:01.000,2026-06-24 16:17:30.000
17483,d36e6d0e-9114-4fd3-bdb1-66d1e481029a,RULE_ENGINE,THRESHOLD_BREACH,GEOGRAPHY,112900,1965,HIGH,Alert for transaction TXN-112900,Risk score 75 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_4,2025-03-24 20:46:59.000,FALSE_POSITIVE,No suspicious activity found,analyst_4,2026-06-24 16:17:30.000,2025-03-25 20:46:59.000,false,2025-03-24 20:46:59.000,2026-06-24 16:17:30.000
17484,"7b46ea19-e413-40a3-aa8e-59049cbb27c0",ML_MODEL,VELOCITY_ANOMALY,GEOGRAPHY,90137,4191,HIGH,Alert for transaction TXN-090137,Risk score 87 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_9,2026-05-03 02:45:19.000,FALSE_POSITIVE,No suspicious activity found,analyst_9,2026-06-24 16:17:30.000,2026-05-04 02:45:19.000,false,2026-05-03 02:45:19.000,2026-06-24 16:17:30.000
17485,f2e8a20d-1075-4dc9-acc7-69e939f9531c,ML_MODEL,SUSPICIOUS_PATTERN,LAYERING,120410,2358,MEDIUM,Alert for transaction TXN-120410,Risk score 48 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_9,2025-07-19 01:15:14.000,FALSE_POSITIVE,No suspicious activity found,analyst_9,2026-06-24 16:17:30.000,2025-07-22 01:15:14.000,false,2025-07-19 01:15:14.000,2026-06-24 16:17:30.000
17486,d9d7495c-e227-442e-ab24-7134478b76c1,RULE_ENGINE,THRESHOLD_BREACH,SIZE,93921,4679,MEDIUM,Alert for transaction TXN-093921,Risk score 73 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_3,2024-03-05 20:12:45.000,FALSE_POSITIVE,No suspicious activity found,analyst_3,2026-06-24 16:17:30.000,2024-03-08 20:12:45.000,false,2024-03-05 20:12:45.000,2026-06-24 16:17:30.000
17487,dbd888e3-13a5-48e6-ba2a-fd9327867d4c,ML_MODEL,THRESHOLD_BREACH,SIZE,95030,1835,MEDIUM,Alert for transaction TXN-095030,Risk score 73 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_7,2024-01-11 15:08:53.000,FALSE_POSITIVE,No suspicious activity found,analyst_7,2026-06-24 16:17:30.000,2024-01-14 15:08:53.000,false,2024-01-11 15:08:53.000,2026-06-24 16:17:30.000
17489,"92a85980-797c-498b-bd90-df17479f8bca",RULE_ENGINE,HIGH_RISK_GEOGRAPHY,SIZE,132342,2657,MEDIUM,Alert for transaction TXN-132342,Risk score 74 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_4,2026-05-06 15:37:31.000,FALSE_POSITIVE,No suspicious activity found,analyst_4,2026-06-24 16:17:30.000,2026-05-09 15:37:31.000,false,2026-05-06 15:37:31.000,2026-06-24 16:17:30.000
17490,d379c7aa-6a2f-49f1-88d4-734c4535b9ed,RULE_ENGINE,VELOCITY_ANOMALY,INTEGRATION,118615,11,MEDIUM,Alert for transaction TXN-118615,Risk score 61 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_5,2024-09-16 21:43:00.000,FALSE_POSITIVE,No suspicious activity found,analyst_5,2026-06-24 16:17:30.000,2024-09-19 21:43:00.000,false,2024-09-16 21:43:00.000,2026-06-24 16:17:30.000
17492,"44f42ad8-d447-474a-9f8c-7d7e6211eeee",ML_MODEL,COUNTERPARTY_RISK,SIZE,89742,3825,CRITICAL,Alert for transaction TXN-089742,Risk score 98 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_20,2024-07-17 08:51:16.000,FALSE_POSITIVE,No suspicious activity found,analyst_20,2026-06-24 16:17:30.000,2024-07-17 12:51:16.000,false,2024-07-17 08:51:16.000,2026-06-24 16:17:30.000
17494,"170568b7-cc22-485f-b384-323a2d7403e3",ML_MODEL,SUSPICIOUS_PATTERN,PATTERN,118155,1294,HIGH,Alert for transaction TXN-118155,Risk score 89 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_7,2024-06-09 08:16:50.000,FALSE_POSITIVE,No suspicious activity found,analyst_7,2026-06-24 16:17:30.000,2024-06-10 08:16:50.000,false,2024-06-09 08:16:50.000,2026-06-24 16:17:30.000
17495,"8e56d383-c48e-4062-b5bb-10b272f157b3",ML_MODEL,HIGH_RISK_GEOGRAPHY,SIZE,55091,4485,HIGH,Alert for transaction TXN-055091,Risk score 87 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_16,2024-06-17 07:24:27.000,FALSE_POSITIVE,No suspicious activity found,analyst_16,2026-06-24 16:17:30.000,2024-06-18 07:24:27.000,false,2024-06-17 07:24:27.000,2026-06-24 16:17:30.000
17496,f2450b9a-d51e-4021-8a82-dff4af166e33,RULE_ENGINE,SUSPICIOUS_PATTERN,FREQUENCY,142364,3566,HIGH,Alert for transaction TXN-142364,Risk score 83 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_TRUE,analyst_14,2024-11-18 09:21:39.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_14,2026-06-24 16:17:30.000,2024-11-19 09:21:39.000,false,2024-11-18 09:21:39.000,2026-06-24 16:17:30.000
17498,"13d72f52-ccc0-453e-ad0a-97dafddb8b9d",RULE_ENGINE,COUNTERPARTY_RISK,FREQUENCY,69965,4526,MEDIUM,Alert for transaction TXN-069965,Risk score 72 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_TRUE,analyst_19,2024-08-01 03:46:30.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_19,2026-06-24 16:17:30.000,2024-08-04 03:46:30.000,false,2024-08-01 03:46:30.000,2026-06-24 16:17:30.000
17499,c961e4e2-6020-4eaf-a3f8-3439aa6395dd,ML_MODEL,VELOCITY_ANOMALY,PATTERN,8705,4073,HIGH,Alert for transaction TXN-008705,Risk score 88 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_5,2025-08-10 06:52:55.000,FALSE_POSITIVE,No suspicious activity found,analyst_5,2026-06-24 16:17:30.000,2025-08-11 06:52:55.000,false,2025-08-10 06:52:55.000,2026-06-24 16:17:30.000
17500,a521aa3d-f32b-4c2a-ae76-58710a424761,ML_MODEL,SUSPICIOUS_PATTERN,INTEGRATION,15592,2278,MEDIUM,Alert for transaction TXN-015592,Risk score 42 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_2,2025-06-16 00:13:58.000,FALSE_POSITIVE,No suspicious activity found,analyst_2,2026-06-24 16:17:30.000,2025-06-19 00:13:58.000,false,2025-06-16 00:13:58.000,2026-06-24 16:17:30.000
17501,"74c715db-ef23-421b-b262-656668961839",RULE_ENGINE,THRESHOLD_BREACH,PATTERN,97365,1744,HIGH,Alert for transaction TXN-097365,Risk score 85 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_TRUE,analyst_4,2024-06-11 21:43:44.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_4,2026-06-24 16:17:30.000,2024-06-12 21:43:44.000,false,2024-06-11 21:43:44.000,2026-06-24 16:17:30.000
17502,"364fc982-f0f4-47a7-bb27-496b513f81b9",RULE_ENGINE,HIGH_RISK_GEOGRAPHY,PATTERN,4971,731,CRITICAL,Alert for transaction TXN-004971,Risk score 93 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_TRUE,analyst_11,2024-09-08 18:22:15.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_11,2026-06-24 16:17:30.000,2024-09-08 22:22:15.000,false,2024-09-08 18:22:15.000,2026-06-24 16:17:30.000
17503,a5197820-0b0f-49e7-b12c-7b5e00ba8a4c,RULE_ENGINE,THRESHOLD_BREACH,SIZE,123899,3315,MEDIUM,Alert for transaction TXN-123899,Risk score 71 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_TRUE,analyst_5,2025-05-24 03:49:16.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_5,2026-06-24 16:17:30.000,2025-05-27 03:49:16.000,false,2025-05-24 03:49:16.000,2026-06-24 16:17:30.000
17505,"6c9e1cae-b639-4c91-ae81-418b47636e25",ML_MODEL,HIGH_RISK_GEOGRAPHY,PATTERN,113822,1263,HIGH,Alert for transaction TXN-113822,Risk score 87 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_19,2025-06-22 07:04:51.000,FALSE_POSITIVE,No suspicious activity found,analyst_19,2026-06-24 16:17:30.000,2025-06-23 07:04:51.000,false,2025-06-22 07:04:51.000,2026-06-24 16:17:30.000
17506,d80b522f-0f30-4134-8d01-9cc2ae52f0b3,RULE_ENGINE,VELOCITY_ANOMALY,GEOGRAPHY,148553,1366,HIGH,Alert for transaction TXN-148553,Risk score 78 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_19,2026-01-02 17:11:58.000,FALSE_POSITIVE,No suspicious activity found,analyst_19,2026-06-24 16:17:30.000,2026-01-03 17:11:58.000,false,2026-01-02 17:11:58.000,2026-06-24 16:17:30.000
17507,d26d2979-c574-4c95-a872-e092ca5c9f22,RULE_ENGINE,COUNTERPARTY_RISK,LAYERING,113180,4604,MEDIUM,Alert for transaction TXN-113180,Risk score 43 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_20,2026-04-20 00:32:56.000,FALSE_POSITIVE,No suspicious activity found,analyst_20,2026-06-24 16:17:30.000,2026-04-23 00:32:56.000,false,2026-04-20 00:32:56.000,2026-06-24 16:17:30.000
17511,"917c8015-16e4-4b2c-aeba-41aa2df55c8a",ML_MODEL,COUNTERPARTY_RISK,FREQUENCY,49973,4658,HIGH,Alert for transaction TXN-049973,Risk score 78 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_19,2025-01-27 19:22:16.000,FALSE_POSITIVE,No suspicious activity found,analyst_19,2026-06-24 16:17:30.000,2025-01-28 19:22:16.000,false,2025-01-27 19:22:16.000,2026-06-24 16:17:30.000
17513,"7b8498ff-15d6-48be-a1a8-45da50894512",ML_MODEL,SUSPICIOUS_PATTERN,PATTERN,142659,2327,HIGH,Alert for transaction TXN-142659,Risk score 86 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_TRUE,analyst_3,2025-11-30 07:43:15.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_3,2026-06-24 16:17:30.000,2025-12-01 07:43:15.000,false,2025-11-30 07:43:15.000,2026-06-24 16:17:30.000
17516,"9cc33bd5-170a-4e0b-a79a-7ce2f2f042a2",ML_MODEL,SUSPICIOUS_PATTERN,STRUCTURING,58987,868,MEDIUM,Alert for transaction TXN-058987,Risk score 54 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_TRUE,analyst_12,2025-09-14 19:19:56.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_12,2026-06-24 16:17:30.000,2025-09-17 19:19:56.000,false,2025-09-14 19:19:56.000,2026-06-24 16:17:30.000
17518,"604195b7-e2f9-46d3-ae14-58622bdebdd6",ML_MODEL,SUSPICIOUS_PATTERN,GEOGRAPHY,30242,1483,CRITICAL,Alert for transaction TXN-030242,Risk score 100 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_TRUE,analyst_12,2025-10-31 11:53:18.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_12,2026-06-24 16:17:30.000,2025-10-31 15:53:18.000,false,2025-10-31 11:53:18.000,2026-06-24 16:17:30.000
17520,"8782363d-465c-4544-b5ec-4c30416afe4d",ML_MODEL,HIGH_RISK_GEOGRAPHY,PATTERN,8490,3871,HIGH,Alert for transaction TXN-008490,Risk score 84 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_14,2026-01-27 13:15:26.000,FALSE_POSITIVE,No suspicious activity found,analyst_14,2026-06-24 16:17:30.000,2026-01-28 13:15:26.000,false,2026-01-27 13:15:26.000,2026-06-24 16:17:30.000
17522,"31789748-ed09-44b4-aafb-bd588a82000c",ML_MODEL,HIGH_RISK_GEOGRAPHY,GEOGRAPHY,61594,4474,CRITICAL,Alert for transaction TXN-061594,Risk score 91 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_TRUE,analyst_7,2024-08-22 13:09:50.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_7,2026-06-24 16:17:30.000,2024-08-22 17:09:50.000,false,2024-08-22 13:09:50.000,2026-06-24 16:17:30.000
17523,efa50285-6dcd-4bce-8123-06e34a19db65,RULE_ENGINE,COUNTERPARTY_RISK,FREQUENCY,70822,2401,CRITICAL,Alert for transaction TXN-070822,Risk score 91 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_18,2024-01-18 17:42:38.000,FALSE_POSITIVE,No suspicious activity found,analyst_18,2026-06-24 16:17:30.000,2024-01-18 21:42:38.000,false,2024-01-18 17:42:38.000,2026-06-24 16:17:30.000
17525,"8037a640-0702-432e-ac46-9e0a146819f8",RULE_ENGINE,HIGH_RISK_GEOGRAPHY,PATTERN,29627,2156,CRITICAL,Alert for transaction TXN-029627,Risk score 99 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_11,2025-11-29 06:34:02.000,FALSE_POSITIVE,No suspicious activity found,analyst_11,2026-06-24 16:17:30.000,2025-11-29 10:34:02.000,false,2025-11-29 06:34:02.000,2026-06-24 16:17:30.000
17526,"606fe052-f95a-4f5f-a41b-31354ac2090d",ML_MODEL,HIGH_RISK_GEOGRAPHY,FREQUENCY,29516,1500,HIGH,Alert for transaction TXN-029516,Risk score 77 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_5,2025-04-18 12:43:42.000,FALSE_POSITIVE,No suspicious activity found,analyst_5,2026-06-24 16:17:30.000,2025-04-19 12:43:42.000,false,2025-04-18 12:43:42.000,2026-06-24 16:17:30.000
17527,b028572e-4fb2-42ee-9db8-602f25869a83,SANCTIONS,HIGH_RISK_GEOGRAPHY,GEOGRAPHY,148133,1635,HIGH,Alert for transaction TXN-148133,Risk score 79 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_17,2026-06-14 13:15:35.000,FALSE_POSITIVE,No suspicious activity found,analyst_17,2026-06-24 16:17:30.000,2026-06-15 13:15:35.000,false,2026-06-14 13:15:35.000,2026-06-24 16:17:30.000
17528,"7aa13104-15d6-4348-b769-82c6e304b292",RULE_ENGINE,HIGH_RISK_GEOGRAPHY,GEOGRAPHY,34263,2560,HIGH,Alert for transaction TXN-034263,Risk score 75 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_14,2026-01-06 08:25:42.000,FALSE_POSITIVE,No suspicious activity found,analyst_14,2026-06-24 16:17:30.000,2026-01-07 08:25:42.000,false,2026-01-06 08:25:42.000,2026-06-24 16:17:30.000
17529,"54b37dad-e7c0-4c93-9796-d769ed5c8b97",RULE_ENGINE,SUSPICIOUS_PATTERN,SIZE,43392,513,MEDIUM,Alert for transaction TXN-043392,Risk score 70 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_3,2026-01-13 14:31:12.000,FALSE_POSITIVE,No suspicious activity found,analyst_3,2026-06-24 16:17:30.000,2026-01-16 14:31:12.000,false,2026-01-13 14:31:12.000,2026-06-24 16:17:30.000
17530,b32bad55-b83e-493b-aa97-99c84b3d8581,RULE_ENGINE,THRESHOLD_BREACH,GEOGRAPHY,134195,2365,HIGH,Alert for transaction TXN-134195,Risk score 86 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_7,2025-12-15 22:17:55.000,FALSE_POSITIVE,No suspicious activity found,analyst_7,2026-06-24 16:17:30.000,2025-12-16 22:17:55.000,false,2025-12-15 22:17:55.000,2026-06-24 16:17:30.000
17531,"8ceae151-df30-4411-a418-82b9b205492f",RULE_ENGINE,SUSPICIOUS_PATTERN,SIZE,36750,2932,CRITICAL,Alert for transaction TXN-036750,Risk score 92 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_4,2025-10-04 05:06:46.000,FALSE_POSITIVE,No suspicious activity found,analyst_4,2026-06-24 16:17:30.000,2025-10-04 09:06:46.000,false,2025-10-04 05:06:46.000,2026-06-24 16:17:30.000
17532,"7abe7415-db66-4fd8-ab1f-117cfbca4ee0",ML_MODEL,SUSPICIOUS_PATTERN,GEOGRAPHY,127089,354,MEDIUM,Alert for transaction TXN-127089,Risk score 73 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_1,2024-10-30 21:01:31.000,FALSE_POSITIVE,No suspicious activity found,analyst_1,2026-06-24 16:17:30.000,2024-11-02 21:01:31.000,false,2024-10-30 21:01:31.000,2026-06-24 16:17:30.000
17535,e5b46cc1-3ca9-47ed-a9ef-3da4dcbefd52,RULE_ENGINE,HIGH_RISK_GEOGRAPHY,PATTERN,85354,808,HIGH,Alert for transaction TXN-085354,Risk score 76 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_TRUE,analyst_17,2026-02-09 18:12:02.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_17,2026-06-24 16:17:30.000,2026-02-10 18:12:02.000,false,2026-02-09 18:12:02.000,2026-06-24 16:17:30.000
17537,"7e6e153d-c67a-478f-a6b2-3107aa22a517",ML_MODEL,THRESHOLD_BREACH,GEOGRAPHY,95018,676,CRITICAL,Alert for transaction TXN-095018,Risk score 98 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_TRUE,analyst_4,2024-03-24 10:27:13.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_4,2026-06-24 16:17:30.000,2024-03-24 14:27:13.000,false,2024-03-24 10:27:13.000,2026-06-24 16:17:30.000
