"CASE_ID","CASE_UUID","CASE_NUMBER","COMPANY_ID","CASE_TYPE","CASE_PRIORITY","CASE_TITLE","CASE_SUMMARY","TOTAL_FLAGGED_AMOUNT","TRANSACTION_COUNT","ALERT_COUNT","STATUS","OUTCOME","ASSIGNED_ANALYST","REVIEWING_MANAGER","OPENED_AT","DUE_DATE","CLOSED_AT","SAR_FILED","SAR_FILING_DATE","SAR_REFERENCE","CREATED_AT","UPDATED_AT"
1523,a7a1184d-9df2-4ff4-8a12-51ca09b11496,CASE-000023,4632,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3235,Case opened based on risk alerts,7683.40,1,1,CLOSED,MONITORING,analyst_8,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1526,"8a08191e-12d5-401b-b518-8c57e170a100",CASE-000026,593,INVESTIGATION,MEDIUM,INVESTIGATION - Company 1569,Case opened based on risk alerts,1571112.49,4,4,OPEN,,analyst_8,manager_2,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1527,"1ddf6fed-5681-4ccd-8fa8-8298fc893759",CASE-000027,3596,INVESTIGATION,MEDIUM,INVESTIGATION - Company 4321,Case opened based on risk alerts,0.00,0,0,OPEN,,analyst_5,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1536,"9394a427-024e-4d46-aa79-6fa290b36abc",CASE-000036,4978,INVESTIGATION,HIGH,INVESTIGATION - Company 455,Case opened based on risk alerts,8795.49,1,1,CLOSED,CLEARED,analyst_2,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1537,"5ab08f2e-63ee-4a67-92b5-2bd04a8ed4d9",CASE-000037,1388,INVESTIGATION,LOW,INVESTIGATION - Company 2846,Case opened based on risk alerts,23797.50,1,1,CLOSED,SAR_FILED,analyst_3,manager_5,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-448920,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1538,"7b830125-56e7-4dea-94a7-c1c996f914c1",CASE-000038,3411,INVESTIGATION,MEDIUM,INVESTIGATION - Company 1344,Case opened based on risk alerts,115542.98,2,2,CLOSED,ACCOUNT_CLOSED,analyst_6,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1541,be2f7d86-9b1b-4599-85aa-8e49b03a0a31,CASE-000041,714,INVESTIGATION,LOW,INVESTIGATION - Company 2279,Case opened based on risk alerts,1000.00,1,1,CLOSED,MONITORING,analyst_10,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1542,f8ac9155-6595-4728-8873-fc449c94f7e4,CASE-000042,1419,INVESTIGATION,MEDIUM,INVESTIGATION - Company 773,Case opened based on risk alerts,2751.21,1,1,CLOSED,MONITORING,analyst_8,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1545,"0cb49c6d-677f-4c4d-b02d-1a64ea0c0c99",CASE-000045,4569,INVESTIGATION,LOW,INVESTIGATION - Company 1935,Case opened based on risk alerts,281864.65,1,1,OPEN,,analyst_7,manager_4,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1546,"22982d61-1442-429f-8be0-95c8532f53f9",CASE-000046,1807,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3095,Case opened based on risk alerts,149386.57,4,4,CLOSED,CLEARED,analyst_10,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1547,"97843ac1-d55d-49a9-9a78-a519d15c557b",CASE-000047,3450,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2499,Case opened based on risk alerts,64.22,1,1,OPEN,,analyst_5,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1548,"69d21024-8c7e-4168-9af6-3d6eb4e34fb8",CASE-000048,2303,INVESTIGATION,HIGH,INVESTIGATION - Company 2624,Case opened based on risk alerts,44871.50,2,2,OPEN,,analyst_9,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1551,"198998c2-ef10-48ea-81f3-45fe31b78c14",CASE-000051,1587,INVESTIGATION,MEDIUM,INVESTIGATION - Company 1280,Case opened based on risk alerts,0.00,0,0,CLOSED,CLEARED,analyst_5,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1552,d0cf336f-7e1d-4dec-aa4a-b1a38d7c6db7,CASE-000052,3491,INVESTIGATION,HIGH,INVESTIGATION - Company 1170,Case opened based on risk alerts,0.00,0,0,OPEN,,analyst_10,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1558,d25dde6e-c0cc-4568-8f12-2f7414f4b78c,CASE-000058,467,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3469,Case opened based on risk alerts,52678.62,4,4,CLOSED,MONITORING,analyst_6,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1561,b12c14bc-086e-4f7d-9be8-570594c96133,CASE-000061,1139,INVESTIGATION,LOW,INVESTIGATION - Company 578,Case opened based on risk alerts,0.00,0,0,CLOSED,SAR_FILED,analyst_7,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-948880,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1562,eeea6105-899d-4d18-b271-3fb36437b084,CASE-000062,4570,INVESTIGATION,MEDIUM,INVESTIGATION - Company 783,Case opened based on risk alerts,9088.76,1,1,CLOSED,CLEARED,analyst_8,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1564,"32795f38-ca8e-4e49-990c-7c410f2a47e9",CASE-000064,4732,INVESTIGATION,HIGH,INVESTIGATION - Company 59,Case opened based on risk alerts,158521.29,2,2,CLOSED,CLEARED,analyst_6,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1565,"6c02d9b6-a551-49ac-8074-6eb1201c84e1",CASE-000065,4848,INVESTIGATION,LOW,INVESTIGATION - Company 2671,Case opened based on risk alerts,3420.62,1,1,CLOSED,SAR_FILED,analyst_3,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-307427,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1571,c3c970df-25e3-40fa-b9a7-a994f6fe09bf,CASE-000071,1483,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3766,Case opened based on risk alerts,147895.68,2,2,CLOSED,CLEARED,analyst_3,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1573,ada4afc9-eef5-4c3b-868c-1813e8e78590,CASE-000073,1815,INVESTIGATION,LOW,INVESTIGATION - Company 668,Case opened based on risk alerts,0.00,0,0,CLOSED,SAR_FILED,analyst_5,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-105130,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1574,"8a6ea18d-8402-4868-a9fb-2b9b769e97dd",CASE-000074,4852,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2720,Case opened based on risk alerts,112561.32,1,1,CLOSED,SAR_FILED,analyst_6,manager_5,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-968093,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1575,"4a61ee4b-1955-444f-adeb-e2400c69e931",CASE-000075,2792,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3210,Case opened based on risk alerts,0.00,0,0,CLOSED,MONITORING,analyst_5,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1576,ed5119c6-b74a-4564-ae26-9cd39e542934,CASE-000076,2915,INVESTIGATION,HIGH,INVESTIGATION - Company 3596,Case opened based on risk alerts,19444.20,1,1,CLOSED,ACCOUNT_CLOSED,analyst_1,manager_5,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1582,"091e1c3e-b226-4df6-aa95-92b127bd7bd4",CASE-000082,1561,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3395,Case opened based on risk alerts,0.00,0,0,CLOSED,ACCOUNT_CLOSED,analyst_10,manager_5,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1584,"9b086a7c-8bdb-48cd-9741-7a31065a7bac",CASE-000084,700,INVESTIGATION,HIGH,INVESTIGATION - Company 2473,Case opened based on risk alerts,228972.23,2,2,CLOSED,CLEARED,analyst_9,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1585,b9ac2053-9ade-42dd-8b36-3d583c983b5a,CASE-000085,587,INVESTIGATION,LOW,INVESTIGATION - Company 3663,Case opened based on risk alerts,26339.83,1,1,OPEN,,analyst_9,manager_2,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1587,e0face0f-5469-46ca-92ab-a427b9bc5708,CASE-000087,638,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3891,Case opened based on risk alerts,521.91,1,1,OPEN,,analyst_8,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1589,"16dbf1d2-dcb8-44ca-9b89-95887423a766",CASE-000089,4232,INVESTIGATION,LOW,INVESTIGATION - Company 1960,Case opened based on risk alerts,4318375.81,3,3,CLOSED,CLEARED,analyst_10,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1591,"7c4a13ee-eee4-4384-b55a-e9b27b14a4c1",CASE-000091,4663,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2925,Case opened based on risk alerts,142070.79,2,2,OPEN,,analyst_5,manager_5,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1594,"215d022c-22c7-4a4c-aae8-0bb84afa343c",CASE-000094,3088,INVESTIGATION,MEDIUM,INVESTIGATION - Company 957,Case opened based on risk alerts,0.00,0,0,CLOSED,MONITORING,analyst_7,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1595,"64bb6a2a-5594-4ca3-bfb4-780acc567f03",CASE-000095,3866,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2738,Case opened based on risk alerts,129736.61,2,2,CLOSED,MONITORING,analyst_8,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1597,c9576990-6be4-45c9-a4b1-d3c0c00ad73d,CASE-000097,1536,INVESTIGATION,LOW,INVESTIGATION - Company 3517,Case opened based on risk alerts,7124.08,1,1,CLOSED,CLEARED,analyst_6,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1598,"03f8a1e0-238a-4930-905c-f1f9ce27970a",CASE-000098,4486,INVESTIGATION,MEDIUM,INVESTIGATION - Company 829,Case opened based on risk alerts,0.00,0,0,CLOSED,CLEARED,analyst_8,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1601,cec2b9c0-502c-4b62-994f-5c4d793b60af,CASE-000101,3876,INVESTIGATION,LOW,INVESTIGATION - Company 2456,Case opened based on risk alerts,141870.49,1,1,CLOSED,ACCOUNT_CLOSED,analyst_1,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1609,cc44a5dc-5ea4-4d16-b9d2-d4e2b3780b37,CASE-000109,182,INVESTIGATION,LOW,INVESTIGATION - Company 3093,Case opened based on risk alerts,39551.79,2,2,CLOSED,CLEARED,analyst_6,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1613,"5c4c6169-0619-4b44-8b7b-2c5ca55a9fed",CASE-000113,4670,INVESTIGATION,LOW,INVESTIGATION - Company 575,Case opened based on risk alerts,0.00,0,0,CLOSED,CLEARED,analyst_1,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1614,"3900dc80-aaae-4c37-972f-959befe5b212",CASE-000114,198,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2732,Case opened based on risk alerts,0.00,0,0,CLOSED,ACCOUNT_CLOSED,analyst_3,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1617,"6751349d-c79e-41e4-abd0-77b156f88d38",CASE-000117,2439,INVESTIGATION,LOW,INVESTIGATION - Company 4389,Case opened based on risk alerts,3426.02,2,2,CLOSED,ACCOUNT_CLOSED,analyst_4,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1618,c4ad6ae4-1d4c-488b-a727-96707f20f60c,CASE-000118,2471,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3566,Case opened based on risk alerts,16879.01,1,1,CLOSED,SAR_FILED,analyst_3,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-414246,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1619,f90f9a9d-e115-4e96-88f4-e88e16d0e31f,CASE-000119,4273,INVESTIGATION,MEDIUM,INVESTIGATION - Company 846,Case opened based on risk alerts,821378.62,1,1,OPEN,,analyst_9,manager_2,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1622,"8f3544ba-5925-409f-b423-8fca0110ee6f",CASE-000122,462,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3126,Case opened based on risk alerts,14469.54,1,1,OPEN,,analyst_4,manager_4,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1624,"5a55e5fd-9d9c-45f3-b0c5-e9daf3caa135",CASE-000124,868,INVESTIGATION,HIGH,INVESTIGATION - Company 4951,Case opened based on risk alerts,332910.73,4,4,CLOSED,MONITORING,analyst_5,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1625,cd76bbf5-ae55-4e2a-afdc-c979a3be76ed,CASE-000125,808,INVESTIGATION,LOW,INVESTIGATION - Company 297,Case opened based on risk alerts,97.96,1,1,OPEN,,analyst_1,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1628,"0a0a018f-3aab-4c73-bf38-37578e1d70a4",CASE-000128,4481,INVESTIGATION,HIGH,INVESTIGATION - Company 1677,Case opened based on risk alerts,101882.20,2,2,CLOSED,SAR_FILED,analyst_8,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-173978,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1631,"9aadbab1-6fc7-4299-a826-48acd1e62732",CASE-000131,4868,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2763,Case opened based on risk alerts,14306.48,1,1,OPEN,,analyst_3,manager_5,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1635,"709d0f60-1d33-4655-bf2e-5c197193a497",CASE-000135,379,INVESTIGATION,MEDIUM,INVESTIGATION - Company 584,Case opened based on risk alerts,13920.12,3,3,CLOSED,CLEARED,analyst_7,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1636,"6bad7d40-7242-4c5c-8151-bc932f3e5748",CASE-000136,3906,INVESTIGATION,HIGH,INVESTIGATION - Company 304,Case opened based on risk alerts,0.00,0,0,OPEN,,analyst_3,manager_5,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1638,e43a4d30-4998-4c7b-9d99-4b52b5d81d64,CASE-000138,4468,INVESTIGATION,MEDIUM,INVESTIGATION - Company 4574,Case opened based on risk alerts,124357.33,2,2,OPEN,,analyst_2,manager_2,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1639,eff8f9f2-0c14-4d27-902e-0b59dfc97935,CASE-000139,130,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2971,Case opened based on risk alerts,0.00,0,0,CLOSED,SAR_FILED,analyst_10,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-408719,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1641,"2a775d8b-dbd3-4ccf-aa3e-c986b7f8fb66",CASE-000141,3434,INVESTIGATION,LOW,INVESTIGATION - Company 1149,Case opened based on risk alerts,71223.71,2,2,OPEN,,analyst_3,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1643,b5b3c849-191f-4327-8e1c-5d91a28366e1,CASE-000143,2963,INVESTIGATION,MEDIUM,INVESTIGATION - Company 4093,Case opened based on risk alerts,121.23,1,1,CLOSED,CLEARED,analyst_4,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1645,"6f7a0713-48a7-4676-8ceb-78f34194752b",CASE-000145,4236,INVESTIGATION,LOW,INVESTIGATION - Company 3228,Case opened based on risk alerts,4525.02,2,2,CLOSED,ACCOUNT_CLOSED,analyst_7,manager_5,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1646,"210526e2-ed0c-478a-8579-1dc145b13e7e",CASE-000146,754,INVESTIGATION,MEDIUM,INVESTIGATION - Company 1418,Case opened based on risk alerts,0.00,0,0,OPEN,,analyst_4,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1647,"7c45a530-e5ec-4924-a2f9-7cc036e0d90e",CASE-000147,401,INVESTIGATION,MEDIUM,INVESTIGATION - Company 3515,Case opened based on risk alerts,0.00,0,0,OPEN,,analyst_2,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1648,fb616d6c-5e5e-478a-ad26-6c65426c1afb,CASE-000148,4206,INVESTIGATION,HIGH,INVESTIGATION - Company 929,Case opened based on risk alerts,26330.84,2,2,CLOSED,ACCOUNT_CLOSED,analyst_5,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1649,"24d7bcc2-08a8-4f5b-b34d-21e4606732cc",CASE-000149,3328,INVESTIGATION,LOW,INVESTIGATION - Company 2213,Case opened based on risk alerts,71084.58,2,2,OPEN,,analyst_5,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1652,"79ab5578-021a-48ce-b004-063fa2407587",CASE-000152,2981,INVESTIGATION,HIGH,INVESTIGATION - Company 3716,Case opened based on risk alerts,17999.37,1,1,CLOSED,CLEARED,analyst_3,manager_4,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1654,ac29845c-e11c-4d08-8b23-72697613cc03,CASE-000154,4858,INVESTIGATION,MEDIUM,INVESTIGATION - Company 4803,Case opened based on risk alerts,0.00,0,0,OPEN,,analyst_1,manager_5,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1658,"5df086d3-fd54-4dfb-9331-272bd5fb9999",CASE-000158,3701,INVESTIGATION,MEDIUM,INVESTIGATION - Company 1242,Case opened based on risk alerts,3556364.66,1,1,CLOSED,ACCOUNT_CLOSED,analyst_1,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1666,"7331b88f-64c1-4b68-bcdd-04645e963ae2",CASE-000166,275,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2844,Case opened based on risk alerts,35812.79,1,1,OPEN,,analyst_7,manager_5,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1667,b668f305-aeed-4fc7-ab4f-777fc8dc0616,CASE-000167,352,INVESTIGATION,MEDIUM,INVESTIGATION - Company 2347,Case opened based on risk alerts,170087.14,1,1,CLOSED,ACCOUNT_CLOSED,analyst_9,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1674,de1517e7-115c-48e8-b57d-1eed1b8a5a7e,CASE-000174,440,INVESTIGATION,MEDIUM,INVESTIGATION - Company 1513,Case opened based on risk alerts,41968.49,1,1,CLOSED,MONITORING,analyst_10,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1676,"32fb42d5-f346-441d-9f68-0670089eae1d",CASE-000176,783,INVESTIGATION,HIGH,INVESTIGATION - Company 432,Case opened based on risk alerts,580901.31,2,2,CLOSED,SAR_FILED,analyst_8,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-138417,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1678,"3c391f39-724f-4d0e-99ce-8ae6b4acbfdf",CASE-000178,1397,INVESTIGATION,MEDIUM,INVESTIGATION - Company 506,Case opened based on risk alerts,963405.99,2,2,OPEN,,analyst_6,manager_3,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1681,"59837051-2c33-45f9-bd88-656be838a72e",CASE-000181,605,INVESTIGATION,LOW,INVESTIGATION - Company 3876,Case opened based on risk alerts,0.00,0,0,CLOSED,SAR_FILED,analyst_5,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-820913,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1682,bb8720a1-b9c3-4048-8be2-2b00862969ad,CASE-000182,2466,INVESTIGATION,MEDIUM,INVESTIGATION - Company 642,Case opened based on risk alerts,9913.85,2,2,CLOSED,SAR_FILED,analyst_5,manager_1,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,2026-06-19,SAR-524701,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1684,ad9a529b-7588-4e1e-b746-8079932d02c5,CASE-000184,4095,INVESTIGATION,HIGH,INVESTIGATION - Company 2057,Case opened based on risk alerts,66250.01,1,1,CLOSED,ACCOUNT_CLOSED,analyst_7,manager_2,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1685,d194d96f-5c3b-46f2-85f9-89851069ef5d,CASE-000185,1519,INVESTIGATION,LOW,INVESTIGATION - Company 2753,Case opened based on risk alerts,0.00,0,0,CLOSED,ACCOUNT_CLOSED,analyst_8,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1687,a8c0f906-0e5e-4372-b792-39fccf77fa86,CASE-000187,654,INVESTIGATION,MEDIUM,INVESTIGATION - Company 1397,Case opened based on risk alerts,28297.04,2,2,OPEN,,analyst_8,manager_4,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1689,"6441d010-aa37-41a1-9956-eaa4965d8eef",CASE-000189,4216,INVESTIGATION,LOW,INVESTIGATION - Company 2027,Case opened based on risk alerts,5730.16,1,1,CLOSED,CLEARED,analyst_5,manager_3,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1691,"6e0b984d-93c8-4dbc-9ce9-6cdc89d4cbed",CASE-000191,2456,INVESTIGATION,MEDIUM,INVESTIGATION - Company 4841,Case opened based on risk alerts,599179.76,4,4,CLOSED,CLEARED,analyst_4,manager_5,2026-05-25 16:17:32.000,2026-07-24,2026-06-24 16:17:30.000,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1692,"6d0a018a-f7f1-4d98-9422-9715c4f23603",CASE-000192,4459,INVESTIGATION,HIGH,INVESTIGATION - Company 1843,Case opened based on risk alerts,34076.79,1,1,OPEN,,analyst_10,manager_2,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1693,"4fad55cb-b91c-4e10-8529-e9a87171584d",CASE-000193,2388,INVESTIGATION,LOW,INVESTIGATION - Company 4239,Case opened based on risk alerts,4832.23,1,1,OPEN,,analyst_5,manager_1,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
1695,"306efd96-4aca-49be-93b3-8ef3832f81fe",CASE-000195,2099,INVESTIGATION,MEDIUM,INVESTIGATION - Company 4952,Case opened based on risk alerts,74552.56,2,2,OPEN,,analyst_3,manager_4,2026-05-25 16:17:32.000,2026-07-24,,false,,,2026-06-24 16:17:30.000,2026-06-24 16:17:30.000
